0.986328 0.860313 0.871324 0.956910 0.914680 0.983988 0.988409 0.988320 0.992741 0.960984 0.894384 0.877011 0.956673 0.978854 0.971323 0.768957 0.889710 0.986949 0.995003 0.989730 0.981594 0.980624 0.969509 0.903540 0.876397 0.950439 0.971617 0.981536 0.946487 0.841307 0.940678 0.993186 0.995397 0.989446 0.988274 0.987196 0.984720 0.884495 0.875482 0.959093 0.995948 0.992514 0.985587 0.959841 0.891118 0.936624 0.981727 0.759099 0.779775 0.808733 0.943103 0.999303 0.969580 0.978145 0.981169 0.966490 0.785002 0.654669 0.700143 0.978368 0.931534 0.946085 0.937541 0.783337 0.887017 0.991246 0.914051 0.927561 0.969748 0.992832 0.989830 0.977977 0.386959 0.940068 0.861896 0.893290 0.931178 0.798120 0.869624 0.900025 0.969598 0.991227 0.701378 0.817568 0.881785 0.924258 0.961114 0.966140 0.810591 0.847093 0.918107 0.860510 0.897976 0.915453 0.975575 0.855900 0.958633 0.895436 0.902574 0.852336 0.799448 0.729765 0.953946 0.865914 0.958033 0.951570 0.876970 0.920227 0.921686 0.901028 0.960795 0.973390 0.960321 0.864859 0.874362 0.872961 0.839942 0.666241 0.890685 0.962633 0.907279 0.610187 0.960276 0.905209 0.896230 0.876738 0.760113 0.000000 
0.896461 0.953445 0.924545 0.868695 0.797814 0.978636 0.996612 0.998890 0.997579 0.994229 0.936144 0.804202 0.898681 0.980770 0.983490 0.683157 0.854756 0.991079 0.989671 0.980040 0.978224 0.985795 0.989109 0.969565 0.776286 0.916357 0.983396 0.989676 0.954674 0.706990 0.928987 0.991625 0.991080 0.986919 0.991894 0.989000 0.902766 0.815001 0.950899 0.800721 0.978862 0.975988 0.944901 0.897360 0.795973 0.946540 0.935328 0.837974 0.804600 0.726591 0.947145 0.983635 0.988960 0.995970 0.964765 0.899477 0.884478 0.952638 0.715579 0.966107 0.732489 0.915736 0.906426 0.902573 0.876055 0.963901 0.982654 0.917813 0.749561 0.976290 0.980674 0.850547 0.866647 0.928241 0.786045 0.918983 0.961106 0.925631 0.947632 0.965225 0.977507 0.964738 0.787374 0.845367 0.802503 0.975387 0.911489 0.834170 0.883720 0.931023 0.909555 0.952845 0.979383 0.909094 0.939789 0.936026 0.857219 0.831462 0.960736 0.918104 0.823192 0.836963 0.865905 0.924824 0.962855 0.974900 0.814606 0.947871 0.834301 0.883277 0.948418 0.840812 0.875214 0.742586 0.854999 0.773255 0.884746 0.894509 0.929944 0.899438 0.865223 0.912445 0.964072 0.798754 0.909760 0.951633 0.639691 0.000000 
0.961842 0.977177 0.916258 0.828966 0.721404 0.994197 0.996787 0.999473 0.992398 0.995899 0.995727 0.943437 0.822087 0.920002 0.988048 0.897583 0.693470 0.970624 0.984681 0.977576 0.971358 0.967485 0.974851 0.987180 0.893002 0.769239 0.981105 0.997701 0.950331 0.796038 0.934131 0.879585 0.925749 0.985155 0.991055 0.921545 0.755099 0.841254 0.786910 0.927586 0.828197 0.813786 0.941209 0.953117 0.880924 0.914734 0.765215 0.950390 0.860855 0.878006 0.892830 0.948912 0.967681 0.975892 0.925121 0.952601 0.988323 0.856429 0.874362 0.973652 0.942063 0.567104 0.980250 0.966441 0.960941 0.994859 0.987794 0.936850 0.654720 0.847177 0.907946 0.900645 0.738171 0.921562 0.807867 0.950727 0.979450 0.953152 0.971417 0.985284 0.974578 0.888048 0.887296 0.803656 0.869354 0.901105 0.876048 0.786546 0.815721 0.966500 0.916958 0.923449 0.988904 0.958864 0.937222 0.902197 0.917996 0.512389 0.890287 0.909857 0.822770 0.920334 0.823854 0.872747 0.883590 0.953729 0.951187 0.825572 0.895975 0.930895 0.905319 0.700611 0.847769 0.824473 0.818742 0.910741 0.915865 0.914448 0.950039 0.868884 0.876807 0.935368 0.737656 0.779027 0.930377 0.878873 0.845110 0.000000 
0.879164 0.912728 0.986958 0.904670 0.765948 0.993982 0.995106 0.993048 0.961912 0.958515 0.967348 0.951717 0.931315 0.975728 0.995474 0.992154 0.974319 0.877553 0.828680 0.949605 0.967672 0.850119 0.831408 0.961060 0.968549 0.795222 0.814571 0.974207 0.953558 0.926556 0.977109 0.937297 0.766376 0.926655 0.986940 0.841926 0.842785 0.986659 0.941244 0.749694 0.676836 0.305858 0.960579 0.940235 0.630514 0.972283 0.994754 0.989931 0.968950 0.905508 0.924534 0.990045 0.933695 0.839180 0.895690 0.939004 0.758532 0.861129 0.979492 0.996838 0.817710 0.483519 0.962337 0.901469 0.976760 0.926137 0.930383 0.915978 0.354630 0.926908 0.902724 0.921518 0.707619 0.918971 0.877034 0.900108 0.903494 0.936039 0.868337 0.945265 0.918620 0.911945 0.911796 0.780943 0.906433 0.799033 0.906199 0.905518 0.950911 0.969251 0.991896 0.954207 0.980632 0.979261 0.935578 0.959821 0.950019 0.918886 0.921401 0.907774 0.901961 0.896671 0.759325 0.878048 0.760445 0.923709 0.989201 0.939477 0.767993 0.786463 0.798046 0.947305 0.859902 0.846723 0.831590 0.928994 0.925464 0.930236 0.946746 0.868655 0.857627 0.732172 0.930393 0.840004 0.934408 0.775065 0.883618 0.000000 
0.982616 0.942104 0.989245 0.934170 0.922471 0.990304 0.981519 0.955755 0.829068 0.814325 0.909219 0.957988 0.983445 0.994457 0.988582 0.960028 0.960277 0.968604 0.916792 0.813450 0.929354 0.780610 0.789337 0.962345 0.974603 0.958336 0.838553 0.935139 0.993158 0.997972 0.996818 0.977059 0.916262 0.925991 0.932289 0.813463 0.928222 0.981104 0.888893 0.844090 0.774226 0.800805 0.871840 0.964259 0.855374 0.902857 0.944345 0.980128 0.932751 0.695460 0.913687 0.921419 0.963506 0.886079 0.863977 0.861456 0.713077 0.934971 0.978918 0.992914 0.767470 0.869356 0.929516 0.914557 0.826685 0.878691 0.735062 0.763838 0.830374 0.904927 0.817515 0.872674 0.794320 0.837416 0.910569 0.711415 0.931780 0.961559 0.915282 0.850181 0.949969 0.970423 0.831818 0.822390 0.924252 0.823003 0.762333 0.939390 0.943485 0.962095 0.997901 0.992540 0.991670 0.972404 0.959326 0.960162 0.942024 0.939958 0.939921 0.956273 0.946550 0.986682 0.900833 0.847143 0.895362 0.864493 0.938629 0.967375 0.759314 0.740585 0.856971 0.898584 0.922836 0.555850 0.886499 0.982254 0.941452 0.940692 0.932801 0.759995 0.925701 0.809053 0.745902 0.670001 0.946595 0.941999 0.957567 0.000000 
0.953245 0.932371 0.982499 0.963993 0.876698 0.885478 0.984806 0.991514 0.640844 0.809523 0.959464 0.969843 0.989245 0.992954 0.995450 0.997479 0.996893 0.980285 0.848069 0.884963 0.983273 0.992054 0.943049 0.750536 0.875806 0.859520 0.932782 0.984859 0.998375 0.998128 0.974163 0.865219 0.909287 0.964523 0.955432 0.928456 0.962400 0.979848 0.985225 0.997527 0.897437 0.912385 0.599000 0.910459 0.919568 0.973809 0.901245 0.791184 0.990717 0.792814 0.952616 0.993362 0.958544 0.788744 0.770252 0.965581 0.975975 0.887349 0.839043 0.967553 0.591488 0.989532 0.980829 0.971938 0.959818 0.882158 0.860750 0.813554 0.958882 0.918441 0.978974 0.981025 0.965458 0.875579 0.835247 0.756548 0.735822 0.912461 0.968927 0.956660 0.839486 0.901601 0.931724 0.903501 0.923478 0.898567 0.825556 0.924140 0.930606 0.962796 0.978893 0.956622 0.908997 0.880635 0.938284 0.941294 0.787183 0.914156 0.853483 0.872533 0.888022 0.909421 0.899969 0.898542 0.834872 0.929478 0.788038 0.829769 0.910244 0.894486 0.890870 0.714325 0.697555 0.864736 0.714755 0.963307 0.829550 0.875044 0.932616 0.958928 0.864090 0.906347 0.924805 0.837556 0.893353 0.980796 0.943522 0.000000 
0.806149 0.889053 0.947399 0.959926 0.974129 0.691187 0.929221 0.942207 0.767559 0.809609 0.923986 0.969595 0.997607 0.999496 0.999247 0.999461 0.999567 0.994256 0.909050 0.796568 0.970935 0.995059 0.989226 0.979270 0.925728 0.676112 0.961377 0.994956 0.998925 0.994189 0.960319 0.898393 0.928983 0.930838 0.909971 0.939221 0.990572 0.998120 0.986235 0.996864 0.985659 0.877163 0.871049 0.528271 0.749671 0.921960 0.977891 0.983488 0.993150 0.977835 0.965177 0.938765 0.949298 0.748123 0.906747 0.942258 0.983524 0.965397 0.784645 0.788629 0.376666 0.895652 0.951133 0.941529 0.986242 0.717131 0.904779 0.832579 0.807759 0.938708 0.960559 0.845148 0.896840 0.975216 0.820381 0.879545 0.933510 0.860977 0.939700 0.859899 0.894825 0.816970 0.834162 0.941710 0.856220 0.848972 0.808533 0.929069 0.916345 0.864477 0.866292 0.892590 0.905771 0.937902 0.972310 0.878929 0.815047 0.942691 0.723547 0.796950 0.942768 0.846456 0.881878 0.931571 0.933155 0.808515 0.887691 0.789026 0.988109 0.955590 0.710441 0.839669 0.557530 0.917127 0.800834 0.884217 0.750868 0.967024 0.952688 0.935189 0.775260 0.874061 0.817740 0.765308 0.872224 0.833197 0.878847 0.000000 
0.796228 0.955689 0.841888 0.958705 0.983432 0.704156 0.783045 0.979885 0.892729 0.755357 0.947073 0.986029 0.997531 0.997026 0.993888 0.994929 0.996199 0.989024 0.920469 0.691833 0.970151 0.997859 0.992919 0.968655 0.756557 0.809314 0.979201 0.996873 0.999017 0.998003 0.996080 0.986789 0.953935 0.924262 0.849839 0.923046 0.991825 0.989538 0.968330 0.977842 0.996623 0.989246 0.993117 0.865805 0.749075 0.830448 0.886431 0.990834 0.987253 0.996158 0.993076 0.878218 0.848059 0.987356 0.952116 0.950285 0.747306 0.927281 0.823195 0.798190 0.961833 0.705510 0.899743 0.986195 0.915304 0.701262 0.885159 0.980030 0.959996 0.859337 0.860848 0.759592 0.913944 0.987021 0.799643 0.893819 0.792773 0.706047 0.940838 0.831864 0.896153 0.941697 0.899681 0.889003 0.858824 0.598106 0.933701 0.910644 0.766864 0.682806 0.944956 0.929161 0.947461 0.946486 0.957192 0.640753 0.918742 0.839612 0.810790 0.781427 0.965751 0.927779 0.812452 0.841210 0.904037 0.892729 0.939592 0.957934 0.815186 0.745347 0.892401 0.800043 0.827321 0.857539 0.897530 0.929551 0.899992 0.922087 0.951707 0.871428 0.785502 0.911842 0.941936 0.964648 0.864911 0.693189 0.919954 0.000000 
0.932234 0.882204 0.406945 0.922567 0.993384 0.950954 0.784028 0.946200 0.975495 0.904846 0.831782 0.893718 0.959649 0.985689 0.990829 0.993726 0.995817 0.990188 0.882729 0.773324 0.965689 0.980489 0.977617 0.835517 0.815941 0.958838 0.842016 0.869785 0.973401 0.991057 0.995914 0.994211 0.976883 0.953307 0.784394 0.918517 0.947869 0.955401 0.902076 0.795132 0.994511 0.999457 0.981962 0.981709 0.861818 0.923095 0.960414 0.937812 0.971102 0.967061 0.981197 0.963420 0.961451 0.989042 0.986954 0.995959 0.795926 0.551149 0.842929 0.880271 0.940761 0.857311 0.924458 0.877112 0.880305 0.935912 0.842150 0.963053 0.979509 0.887715 0.921493 0.844732 0.941311 0.834010 0.848109 0.973498 0.851701 0.966617 0.969925 0.879204 0.852494 0.922146 0.916115 0.671322 0.913256 0.902320 0.897164 0.886100 0.834593 0.978273 0.974114 0.955940 0.919083 0.957205 0.984354 0.764052 0.835373 0.889184 0.792369 0.836470 0.937497 0.863604 0.769924 0.857619 0.902518 0.970950 0.912161 0.781303 0.850178 0.878305 0.892711 0.895225 0.856459 0.900567 0.925785 0.957988 0.885812 0.918271 0.898764 0.912100 0.983413 0.951979 0.910987 0.950083 0.939888 0.920807 0.969021 0.000000 
0.958755 0.978715 0.929618 0.938817 0.958017 0.923289 0.950116 0.932767 0.786351 0.810957 0.977400 0.925305 0.554572 0.949706 0.996623 0.999629 0.998811 0.991309 0.960269 0.925161 0.693734 0.956528 0.981187 0.802191 0.851823 0.977126 0.955640 0.795761 0.902655 0.992243 0.999433 0.999015 0.995866 0.989432 0.937376 0.862744 0.896714 0.968918 0.758202 0.829008 0.907772 0.989681 0.996306 0.994757 0.942020 0.948978 0.967603 0.939741 0.978209 0.991221 0.989281 0.920422 0.972132 0.996435 0.980088 0.975456 0.965715 0.231776 0.879999 0.947882 0.950801 0.909104 0.873225 0.907939 0.963894 0.939202 0.865939 0.987069 0.996889 0.953277 0.665892 0.828652 0.812859 0.560346 0.913502 0.966785 0.915219 0.974194 0.992738 0.948061 0.737098 0.869560 0.977165 0.894773 0.779663 0.943480 0.950031 0.870407 0.756251 0.907706 0.972467 0.906719 0.913542 0.932077 0.825807 0.937301 0.923234 0.949373 0.920144 0.924285 0.918739 0.864732 0.840727 0.721344 0.921986 0.968556 0.956640 0.825926 0.939158 0.764071 0.718771 0.858732 0.951729 0.958026 0.928673 0.908939 0.886354 0.954685 0.891442 0.884658 0.941652 0.900748 0.772063 0.934216 0.962545 0.962145 0.941007 0.000000 
