-0.7312 -0.7723 -0.8204 -0.9680 -0.9875 -0.9849 -0.9564 -0.4929 0.5697 0.4571 -0.7874 -0.9773 -0.9749 -0.9603 -0.9726 -0.7699 0.8146 0.9206 0.8250 0.8273 0.9253 0.8337 -1.0000 -0.3288 -0.5112 -0.5656 -0.7191 -0.8820 -0.8580 -0.9306 -0.9514 -0.9400 -0.7068 -0.8537 -0.8993 -0.9538 -0.9439 -0.9682 -0.9432 -0.9603 -0.9661 -0.9611 -0.9670 -0.9714 -0.9697 -0.9685 -0.9685 -0.9567 -0.9620 -0.9635 -0.9642 -0.9672 -0.9595 -0.9202 -0.9050 -0.8804 -0.7851 -0.7641 -0.5642 -0.4232 -0.2354 -0.2756 -0.2628 -0.1522 
-0.7094 -0.7698 -0.8599 -0.9716 -0.9896 -0.9857 -0.9788 -0.4528 0.6853 0.6087 -0.8497 -0.9736 -0.9660 -0.9538 -0.9714 -0.6426 0.8568 0.9299 0.8684 0.8395 0.9255 0.8810 0.4258 -0.3559 -0.5348 -0.6623 -0.8800 -0.8661 -0.7943 -0.9043 -0.8791 -0.6974 -0.3961 -0.5437 -0.6861 -0.9096 -0.9362 -0.9462 -0.9024 -0.8857 -0.8695 -0.8191 -0.9030 -0.9030 -0.9208 -0.8950 -0.9200 -0.8649 -0.9052 -0.9429 -0.9493 -0.9462 -0.9238 -0.7305 -0.6315 -0.4651 -0.2223 -0.0795 -0.0110 0.0513 0.1564 0.1729 0.1235 0.1190 
-0.7100 -0.7605 -0.9204 -0.9759 -0.9894 -0.9857 -0.9658 -0.2137 0.7581 0.7145 -0.5350 -0.9565 -0.9628 -0.9503 -0.9613 -0.1337 0.9089 0.9485 0.9150 0.8838 0.9293 0.7969 -0.0734 -0.1523 -0.2310 -0.7752 -0.9206 -0.8855 -0.7791 -0.9483 -0.8590 -0.6623 -0.2373 -0.2962 -0.5499 -0.8685 -0.8846 -0.8714 -0.7580 -0.6249 -0.3598 -0.3974 -0.4386 -0.4073 -0.4813 -0.4584 -0.4996 -0.3925 -0.4439 -0.6299 -0.7945 -0.7862 -0.5497 -0.1801 0.2564 0.5631 0.6275 0.7085 0.7216 0.7019 0.7301 0.6992 0.6138 0.4863 
-0.6734 -0.7135 -0.9024 -0.9640 -0.9822 -0.9662 -0.6411 0.2618 0.7747 0.7425 0.4953 -0.7592 -0.9613 -0.9456 -0.9343 0.5313 0.9234 0.9468 0.9151 0.8376 0.7832 0.2857 -0.2942 0.0406 -0.1128 -0.8078 -0.8758 -0.8547 -0.9509 -0.9592 -0.9699 -0.9345 0.0890 0.1449 -0.4698 -0.8612 -0.9065 -0.7630 -0.5773 -0.2405 0.1138 0.0199 0.1389 0.0723 -0.0228 0.0055 -0.1083 0.0566 0.0952 -0.3356 -0.5641 -0.5446 -0.2263 0.4045 0.8096 0.8931 0.9170 0.9133 0.9060 0.9045 0.9133 0.9228 0.8926 0.8012 
-0.6439 -0.6376 -0.8640 -0.9497 -0.9674 -0.8189 0.1051 0.7390 0.8284 0.8748 0.8879 0.4540 -0.9059 -0.8822 -0.5332 0.8294 0.9384 0.9503 0.9179 0.8599 0.6743 0.4369 0.1493 0.0829 -0.4747 -0.8476 -0.8484 -0.8434 -0.9522 -0.9622 -0.9806 -0.9650 -0.1309 -0.0533 -0.5559 -0.8938 -0.9232 -0.7404 -0.5160 -0.0348 0.4379 0.1401 0.2922 0.2384 0.1870 0.1856 0.1654 0.2933 0.1365 -0.4763 -0.7183 -0.6512 -0.3076 0.5369 0.8625 0.9137 0.9319 0.9136 0.9110 0.9289 0.9412 0.9400 0.9331 0.8680 
-0.7372 -0.7513 -0.9423 -0.9541 -0.9700 -0.7322 0.6711 0.8890 0.8826 0.8914 0.8910 0.6715 -0.5413 -0.2851 0.2125 0.8011 0.9027 0.9368 0.8603 0.8771 0.4628 0.4484 0.5154 -0.2474 -0.8312 -0.8949 -0.8050 -0.7778 -0.8771 -0.9390 -0.9753 -0.9432 -0.2217 -0.0409 -0.5743 -0.8645 -0.9202 -0.8117 -0.6269 0.0074 0.5422 0.2968 0.3443 0.1185 0.0725 -0.0320 -0.0632 -0.0417 -0.3794 -0.8036 -0.8618 -0.8761 -0.6180 -0.0763 0.5353 0.8460 0.8836 0.9091 0.8996 0.9013 0.9220 0.9225 0.9184 0.8709 
-0.8075 -0.8271 -0.9284 -0.9258 -0.9589 -0.8708 0.5581 0.8986 0.8452 0.8686 0.8581 0.6065 -0.2418 -0.0107 0.3802 0.7251 0.8580 0.8881 0.8421 0.8814 0.5610 0.5403 -0.0250 -0.7481 -0.9455 -0.8389 -0.6769 -0.6295 -0.7047 -0.7416 -0.9264 -0.8882 -0.3463 -0.0697 -0.5287 -0.8481 -0.9190 -0.9100 -0.7935 -0.5485 -0.0287 0.1164 0.2977 -0.1891 -0.4114 -0.5054 -0.5437 -0.6293 -0.8886 -0.9308 -0.9521 -0.9377 -0.8944 -0.5958 -0.2401 0.3059 0.4630 0.6847 0.7979 0.7722 0.8571 0.8511 0.8314 0.8034 
-0.7476 -0.7714 -0.8134 -0.8311 -0.8302 -0.6571 0.2226 0.8207 0.8005 0.8470 0.8136 0.4556 -0.3792 -0.2673 0.3333 0.6920 0.8507 0.8867 0.8609 0.8608 -1.0000 -1.0000 -0.1209 -0.8110 -0.7781 -0.4127 -0.4183 -0.5798 -0.5816 -0.5490 -0.8432 -0.9032 -0.5814 -0.0605 -0.5151 -0.6969 -0.9169 -0.8993 -0.8151 -0.7444 -0.3535 -0.0812 -0.0263 -0.3567 -0.6514 -0.7267 -0.7639 -0.8837 -0.9416 -0.9661 -0.9686 -0.9627 -0.9451 -0.8743 -0.6839 -0.2362 0.0376 0.3472 0.5947 0.6191 0.7271 0.7252 0.7498 0.7296 
-0.8099 -0.7468 -0.8106 -0.8519 -0.7293 -0.5587 -0.0363 0.7294 0.6893 0.8433 0.7681 -0.1707 -0.8827 -0.9194 -0.2412 0.6725 0.8457 0.8357 0.7391 0.8140 -1.0000 -1.0000 -0.2178 -0.7893 -0.6960 -0.2488 -0.4494 -0.6194 -0.4749 -0.4349 -0.9002 -0.9569 -0.8554 -0.3904 -0.6250 -0.7429 -0.9156 -0.7676 -0.7723 -0.7868 -0.4886 -0.2735 -0.2831 -0.4665 -0.7324 -0.7539 -0.8703 -0.9256 -0.9591 -0.9728 -0.9731 -0.9663 -0.9686 -0.9483 -0.8922 -0.7612 -0.4496 -0.1615 0.1872 0.2738 0.3949 0.4318 0.3919 0.4564 
-0.7924 -0.7908 -0.9097 -0.9443 -0.9088 -0.6558 -0.2644 0.5849 0.5994 0.7841 0.5111 -0.8499 -0.9761 -0.9750 -0.9364 -1.0000 -1.0000 -1.0000 0.6687 0.8735 -1.0000 -1.0000 -0.5033 -0.8167 -0.2082 -1.0000 -0.4896 -0.7327 -0.3620 -0.6305 -0.9105 -0.9590 -0.9128 -0.6260 -0.6821 -0.7476 -0.9038 -0.6866 -0.7830 -0.7716 -0.5207 -0.4174 -0.4709 -0.6228 -0.8469 -0.9247 -0.9310 -0.9581 -0.9692 -0.9752 -0.9751 -0.9715 -0.9657 -0.9595 -0.9458 -0.9030 -0.7817 -0.5674 -0.2188 0.0476 0.3305 0.2643 0.4148 0.3627 
